,Unnamed: 0_orig,Unnamed: 0_comp,mag_diff_orig,mag_diff_comp,fof_halo_count_orig,fof_halo_count_comp,fof_halo_tag_orig,fof_halo_tag_comp,fof_halo_mass_orig,fof_halo_mass_comp,fof_halo_ke_orig,fof_halo_ke_comp,fof_halo_center_x_orig,fof_halo_center_x_comp,fof_halo_center_y_orig,fof_halo_center_y_comp,fof_halo_center_z_orig,fof_halo_center_z_comp,fof_halo_angmom_x_orig,fof_halo_angmom_x_comp,fof_halo_angmom_y_orig,fof_halo_angmom_y_comp,fof_halo_angmom_z_orig,fof_halo_angmom_z_comp,fof_halo_max_cir_vel_orig,fof_halo_max_cir_vel_comp,fof_halo_com_x_orig,fof_halo_com_x_comp,fof_halo_com_y_orig,fof_halo_com_y_comp,fof_halo_com_z_orig,fof_halo_com_z_comp,fof_halo_mean_vx_orig,fof_halo_mean_vx_comp,fof_halo_mean_vy_orig,fof_halo_mean_vy_comp,fof_halo_mean_vz_orig,fof_halo_mean_vz_comp,fof_halo_vel_disp_orig,fof_halo_vel_disp_comp,fof_halo_1D_vel_disp_orig,fof_halo_1D_vel_disp_comp
32,32,32,0.1545621007680893,0.1545621007680893,1316,1316,1001249828,1001249828,722002182144.0,722002182144.0,6.04986988780585e+16,6.047347024016179e+16,231.7714080810547,231.7714080810547,221.6427001953125,221.6427001953125,13.753541946411133,13.753541946411133,-123419074560.0,-116895342592.0,105919897600.0,81793695744.0,-33281929216.0,-27473661952.0,146.96554565429688,146.96554565429688,231.77120971679688,231.77120971679688,221.64366149902344,221.64366149902344,13.768438339233398,13.768438339233398,-263.9864501953125,-263.9200744628906,-77.16354370117188,-77.1245346069336,205.06475830078125,205.02442932128903,128.95904541015625,128.94317626953125,128.95904541015625,128.94317626953125
33,33,33,0.1536080241203308,0.1536080241203308,1294,1294,962994974,962994974,709932220416.0,709932220416.0,7.48777039242199e+16,7.483641210863616e+16,233.04415893554688,233.04415893554688,103.11112213134766,103.11112213134766,192.29022216796875,192.29022216796875,-637949247488.0,-559880339456.0,88072388608.0,122585841664.0,-23798480896.0,26334373888.0,134.84567260742188,134.84567260742188,233.0736083984375,233.0736083984375,103.07129669189452,103.07129669189452,192.27198791503903,192.27198791503903,268.1378479003906,268.0421142578125,89.7875747680664,89.75704193115234,-286.33123779296875,-286.2662658691406,127.7992706298828,127.77017974853516,127.7992706298828,127.77017974853516
34,34,34,0.1532264649868011,0.1532264649868011,1008,1008,1038225693,1038225693,553022914560.0,553022914560.0,8.125625434479002e+16,8.122323463621837e+16,5.9575958251953125,5.9575958251953125,25.823627471923828,25.823627471923828,72.80268859863281,72.80268859863281,-174861205504.0,-138488053760.0,239648391168.0,225324400640.0,87901511680.0,61077929984.0,130.32347106933594,130.32347106933594,5.934955596923828,5.934955596923828,25.819297790527344,25.819297790527344,72.77233123779297,72.77233123779297,358.31378173828125,358.3208923339844,-309.625244140625,-309.5242614746094,169.04510498046875,168.9490509033203,116.94634246826172,116.90426635742188,116.94634246826172,116.90426635742188
35,35,35,0.1520022600889206,0.1520022600889206,1083,1083,462343963,462343963,594170478592.0,594170478592.0,3.1474856938910515e+17,3.145774922517709e+17,110.82193756103516,110.82193756103516,246.0640106201172,246.0640106201172,199.6281280517578,199.6281280517578,-57161064448.0,-62356303872.0,109670440960.0,101719670784.0,128771579904.0,154194116608.0,144.05548095703125,144.05548095703125,110.81978607177734,110.81978607177734,246.05645751953125,246.05645751953125,199.6234893798828,199.6234893798828,-894.818603515625,-894.6001586914062,-383.9563903808594,-383.740966796875,98.22549438476562,98.18402862548828,184.10531616210935,184.0949859619141,184.10531616210935,184.0949859619141
36,36,36,0.1518308222293853,0.1518308222293853,1128,1128,50461237,50461237,618859003904.0,618859003904.0,6.733525602113946e+16,6.728566632873984e+16,6.897213935852051,6.897213935852051,24.546329498291016,24.546329498291016,137.6574249267578,137.6574249267578,734217568256.0,470008070144.0,-744876015616.0,-525687947264.0,-2065809801216.0,-1990006669312.0,86.29033660888672,86.29033660888672,6.816232204437256,6.816232204437256,24.512237548828125,24.512237548828125,137.47515869140625,137.47515869140625,-287.541259765625,-287.4405212402344,-304.1544494628906,-304.0257568359375,-90.2143096923828,-90.18938446044922,106.89942169189452,106.86888885498048,106.89942169189452,106.86888885498048
37,37,37,0.1512372642755508,0.1512372642755508,3677,3677,279782118,279782118,2017326661632.0,2017326661632.0,8.341744581041193e+17,8.337518333221929e+17,63.74931335449219,63.74931335449219,217.93931579589844,217.93931579589844,174.1815948486328,174.1815948486328,449660452864.0,1716526776320.0,2179192586240.0,840542322688.0,12390349406208.0,11913122545664.0,152.7958984375,152.7958984375,63.86418914794922,63.86418914794922,218.02078247070312,218.02078247070312,174.25352478027344,174.25352478027344,14.371489524841309,14.37559413909912,485.348388671875,485.2560729980469,-708.1162109375,-707.8720092773438,173.02374267578125,173.03936767578125,173.02374267578125,173.03936767578125
38,38,38,0.1511519700288772,0.1511519700288772,1559,1559,962656213,962656213,855320166400.0,855320166400.0,1.1486712221505946e+17,1.1481004209969562e+17,236.04429626464844,236.04429626464844,14.057886123657228,14.057886123657228,5.453521728515625,5.453521728515625,183318315008.0,164487430144.0,-476825747456.0,-483046064128.0,149892759552.0,71903330304.0,133.7863006591797,133.7863006591797,236.061279296875,236.061279296875,14.093463897705078,14.093463897705078,5.446996212005615,5.446996212005615,283.97869873046875,283.85369873046875,-97.08021545410156,-97.06006622314452,367.9183044433594,367.8558654785156,119.94732666015624,119.9297866821289,119.94732666015624,119.9297866821289
39,39,39,0.1503802686929702,0.1503802686929702,2709,2709,783081179,783081179,1486249132032.0,1486249132032.0,7.307392761106268e+17,7.304320313301402e+17,188.27310180664065,188.27310180664065,202.9893341064453,202.9893341064453,168.8999786376953,168.8999786376953,-718177566720.0,-825200738304.0,-579569254400.0,-706083553280.0,-613028724736.0,-595743801344.0,196.87060546875,196.87060546875,188.28121948242188,188.28121948242188,202.98146057128903,202.98146057128903,168.89334106445312,168.89334106445312,181.2836761474609,181.23817443847656,-241.0015411376953,-240.9375915527344,-900.3001098632812,-900.0606689453125,165.17434692382812,165.2399139404297,165.17434692382812,165.2399139404297
40,40,40,0.1490833312273025,0.1490833312273025,4998,4998,188073606,188073606,2742072115200.0,2742072115200.0,9.876827740160655e+17,9.869948233344614e+17,34.04087829589844,34.04087829589844,100.21568298339844,100.21568298339844,160.03273010253906,160.03273010253906,2153412820992.0,2645292744704.0,8310126280704.0,9550295990272.0,-7669344632832.0,-6589866573824.0,177.24789428710938,177.24789428710938,34.028587341308594,34.028587341308594,100.3124008178711,100.3124008178711,159.92739868164062,159.92739868164062,-661.8477172851562,-661.612060546875,373.2347717285156,373.0983581542969,133.97935485839844,133.9433135986328,204.20127868652344,204.1372833251953,204.20127868652344,204.1372833251953
41,41,41,0.1476633846759796,0.1476633846759796,1454,1454,919790271,919790271,797713629184.0,797713629184.0,1.7949659608435917e+17,1.7943914660180787e+17,219.0630340576172,219.0630340576172,45.444244384765625,45.444244384765625,161.68994140625,161.68994140625,692567080960.0,708785012736.0,-21402490880.0,-124451201024.0,-219206352896.0,-194023718912.0,128.79881286621094,128.79881286621094,219.019775390625,219.019775390625,45.45805358886719,45.45805358886719,161.77377319335938,161.77377319335938,47.46908187866211,47.45133209228516,-55.45809173583984,-55.43150329589844,-625.6755981445312,-625.50830078125,133.20260620117188,133.29006958007812,133.20260620117188,133.29006958007812
42,42,42,0.145719364285469,0.145719364285469,2075,2075,971769154,971769154,1138415239168.0,1138415239168.0,2.611234975168594e+17,2.609569558649897e+17,243.00894165039065,243.00894165039065,199.86471557617188,199.86471557617188,77.66572570800781,77.66572570800781,-66636271616.0,-58122350592.0,-16778008576.0,8123163136.0,-470118891520.0,-406082158592.0,164.42982482910156,164.42982482910156,243.01107788085935,243.01107788085935,199.88661193847656,199.88661193847656,77.6571273803711,77.6571273803711,536.5326538085938,536.3244018554688,295.02667236328125,294.9341125488281,-149.42776489257812,-149.39910888671875,143.19268798828125,143.18569946289062,143.19268798828125,143.18569946289062
43,43,43,0.1450133919715881,0.1450133919715881,1023,1023,1047918397,1047918397,561252466688.0,561252466688.0,4.375308610641592e+17,4.3724694654602445e+17,1.92041015625,1.92041015625,110.96946716308594,110.96946716308594,194.3994903564453,194.3994903564453,-99196575744.0,-121218146304.0,-333961560064.0,-324507992064.0,-47536328704.0,-92541673472.0,137.93362426757812,137.93362426757812,1.92741334438324,1.92741334438324,110.97244262695312,110.97244262695312,194.39703369140625,194.39703369140625,162.82449340820312,162.7186737060547,1119.5457763671875,1119.158203125,-471.18798828125,-471.0958557128906,138.0948486328125,138.06729125976562,138.0948486328125,138.06729125976562
44,44,44,0.1449283063411712,0.1449283063411712,1369,1369,941494856,941494856,751079718912.0,751079718912.0,8.822057817499238e+16,8.816241572786995e+16,229.6682281494141,229.6682281494141,226.8411407470703,226.8411407470703,148.0775604248047,148.0775604248047,135449280512.0,172236652544.0,763366801408.0,653800767488.0,-191795232768.0,-185491537920.0,106.13510131835938,106.13510131835938,229.6770477294922,229.6770477294922,226.8395538330078,226.8395538330078,147.97657775878906,147.97657775878906,377.9868774414063,377.8522033691406,184.4639587402344,184.44825744628903,138.43209838867188,138.3843994140625,113.80127716064452,113.7513427734375,113.80127716064452,113.7513427734375
45,45,45,0.1442812830209732,0.1442812830209732,5907,5907,782629311,782629311,3240780103680.0,3240780103680.0,1.319821047511384e+18,1.3190765407004262e+18,195.67637634277344,195.67637634277344,90.16806030273438,90.16806030273438,115.13258361816406,115.13258361816406,-1248144261120.0,-1144515985408.0,1642362306560.0,2181871960064.0,-3559701610496.0,-3334857293824.0,237.13458251953125,237.13458251953125,195.69854736328125,195.69854736328125,90.15714263916016,90.15714263916016,115.14593505859376,115.14593505859376,677.2136840820312,677.01416015625,-139.43521118164062,-139.41685485839844,453.8126831054688,453.6488342285156,208.56793212890625,208.53955078125,208.56793212890625,208.53955078125
46,46,46,0.1434383243322372,0.1434383243322372,1628,1628,396197403,396197403,893175922688.0,893175922688.0,4.099832157055222e+17,4.098198695093207e+17,99.91106414794922,99.91106414794922,224.5655975341797,224.5655975341797,142.0811767578125,142.0811767578125,-109628211200.0,15384595456.0,1218555805696.0,1193688563712.0,31821854720.0,152537366528.0,153.46868896484375,153.46868896484375,99.9253387451172,99.9253387451172,224.5911102294922,224.5911102294922,142.0716552734375,142.0716552734375,523.5971069335938,523.4202270507812,589.5411376953125,589.4558715820312,489.3541564941406,489.2075500488281,137.6643829345703,137.74114990234375,137.6643829345703,137.74114990234375
47,47,47,0.1418658941984176,0.1418658941984176,2247,2247,1017801002,1017801002,1232780263424.0,1232780263424.0,3.636472874501407e+17,3.633276731638416e+17,244.57752990722656,244.57752990722656,179.72732543945312,179.72732543945312,69.13396453857422,69.13396453857422,-12534469632.0,-53463977984.0,-415749439488.0,-398062026752.0,295946715136.0,238880686080.0,191.3295440673828,191.3295440673828,244.5704040527344,244.5704040527344,179.7244110107422,179.7244110107422,69.13783264160156,69.13783264160156,257.99542236328125,257.8405456542969,638.0764770507812,637.859619140625,-204.7552032470703,-204.6250457763672,157.41131591796875,157.2961883544922,157.41131591796875,157.2961883544922
48,48,48,0.1375721544027328,0.1375721544027328,1019,1019,162951801,162951801,559057928192.0,559057928192.0,1.310212071798866e+17,1.3097082721350451e+17,30.75971221923828,30.75971221923828,108.90899658203124,108.90899658203124,164.1935577392578,164.1935577392578,-700605399040.0,-704622493696.0,1054073028608.0,1048124850176.0,273654218752.0,451653795840.0,101.95184326171876,101.95184326171876,30.68047332763672,30.68047332763672,108.86803436279295,108.86803436279295,164.19139099121094,164.19139099121094,-591.7266235351562,-591.5908813476562,271.5052795410156,271.50323486328125,76.46702575683594,76.42424774169922,114.04489135742188,114.02741241455078,114.04489135742188,114.02741241455078
49,49,49,0.1373674422502517,0.1373674422502517,1345,1345,233847475,233847475,737912553472.0,737912553472.0,7.188613035353702e+16,7.181619540105626e+16,60.33245468139648,60.33245468139648,5.140594482421875,5.140594482421875,167.6810302734375,167.6810302734375,-250325434368.0,-256271368192.0,634242203648.0,529902338048.0,424613707776.0,460012453888.0,137.54844665527344,137.54844665527344,60.29899215698242,60.29899215698242,5.149423599243164,5.149423599243164,167.70005798339844,167.70005798339844,181.4321746826172,181.3897705078125,-214.8338928222656,-214.684814453125,-263.4404296875,-263.3012084960937,124.31727600097656,124.26793670654295,124.31727600097656,124.26793670654295
50,50,50,0.1369507163763046,0.1369507163763046,1312,1312,1009564053,1009564053,719807643648.0,719807643648.0,2.7518319321939968e+17,2.7498524676666163e+17,1.8414306640625,1.8414306640625,213.90452575683597,213.90452575683597,102.31427001953124,102.31427001953124,494382284800.0,433980669952.0,303874572288.0,252408365056.0,-65642618880.0,-75626184704.0,133.4814910888672,133.4814910888672,1.843706727027893,1.843706727027893,213.9010162353516,213.9010162353516,102.3603744506836,102.3603744506836,579.6932983398438,579.4598999023438,611.8919677734375,611.6680297851562,-73.17987060546875,-73.15019226074219,127.52864837646484,127.52716827392578,127.52864837646484,127.52716827392578
51,51,51,0.135617971420288,0.135617971420288,1622,1622,360849300,360849300,889884114944.0,889884114944.0,1.788308246138716e+17,1.7876322182863258e+17,83.81897735595703,83.81897735595703,24.609569549560547,24.609569549560547,224.25265502929688,224.25265502929688,-156124463104.0,-142515093504.0,196825825280.0,237644513280.0,-193816739840.0,-193221967872.0,159.42861938476562,159.42861938476562,83.81167602539062,83.81167602539062,24.61214256286621,24.61214256286621,224.2696228027344,224.2696228027344,-215.14749145507807,-215.10841369628903,-546.1931762695312,-546.1149291992188,-26.650768280029297,-26.635183334350582,137.34829711914062,137.2890167236328,137.34829711914062,137.2890167236328
52,52,52,0.1349664330482483,0.1349664330482483,1074,1074,866973975,866973975,589232734208.0,589232734208.0,2.6014330008056627e+17,2.6002639107076915e+17,203.7068328857422,203.7068328857422,215.0890655517578,215.0890655517578,56.48201751708984,56.48201751708984,-321111359488.0,-253091266560.0,-412291923968.0,-422502957056.0,1250894020608.0,1081345048576.0,112.27442932128906,112.27442932128906,203.626220703125,203.626220703125,215.0503387451172,215.0503387451172,56.45191955566406,56.45191955566406,-206.13096618652344,-206.05291748046875,367.8376159667969,367.6730346679688,-815.9296875,-815.7858276367188,114.67958068847656,114.66666412353516,114.67958068847656,114.66666412353516
53,53,53,0.1347245275974273,0.1347245275974273,1029,1029,48217851,48217851,564544208896.0,564544208896.0,1.5971450929492787e+17,1.5975436659143475e+17,17.964550018310547,17.964550018310547,247.21929931640625,247.21929931640625,178.82901000976562,178.82901000976562,-129140875264.0,-142546862080.0,174419279872.0,203358568448.0,121940942848.0,111568936960.0,146.6824188232422,146.6824188232422,17.959142684936523,17.959142684936523,247.2146759033203,247.2146759033203,178.82144165039062,178.82144165039062,293.54132080078125,293.46392822265625,-144.8881378173828,-144.8664093017578,-642.833740234375,-642.9581909179688,123.04906463623048,123.09359741210938,123.04906463623048,123.09359741210938
54,54,54,0.1320652067661285,0.1320652067661285,1155,1155,137592876,137592876,633672105984.0,633672105984.0,4.039667567978086e+16,4.036105751599514e+16,40.63058853149414,40.63058853149414,56.2266960144043,56.2266960144043,13.289411544799805,13.289411544799805,-447661834240.0,-402896748544.0,-738739617792.0,-786989318144.0,-188781002752.0,-285233971200.0,113.03277587890624,113.03277587890624,40.56085205078125,40.56085205078125,56.176231384277344,56.176231384277344,13.282222747802734,13.282222747802734,197.8885803222656,197.8106384277344,-110.22354888916016,-110.19393157958984,185.9408721923828,185.83135986328125,117.78103637695312,117.7324447631836,117.78103637695312,117.7324447631836
55,55,55,0.1313617825508117,0.1313617825508117,2455,2455,926008517,926008517,1346896134144.0,1346896134144.0,2.5828232511094784e+17,2.581355403086397e+17,227.53175354003903,227.53175354003903,15.98333740234375,15.98333740234375,54.03801345825195,54.03801345825195,-5767359365120.0,-5533461381120.0,-2497760198656.0,-2610866421760.0,77633773568.0,-706096332800.0,124.74939727783205,124.74939727783205,227.4354248046875,227.4354248046875,16.145231246948242,16.145231246948242,53.98641586303711,53.98641586303711,279.2055358886719,279.129150390625,-471.3001098632813,-471.189697265625,137.1269989013672,137.0462188720703,146.78662109375,146.73085021972656,146.78662109375,146.73085021972656
56,56,56,0.1310893446207046,0.1310893446207046,1480,1480,835109086,835109086,811978129408.0,811978129408.0,9.67136440745984e+16,9.66117502704681e+16,200.4832000732422,200.4832000732422,116.85523986816406,116.85523986816406,55.38708114624024,55.38708114624024,-53710270464.0,-38693756928.0,94300733440.0,82456829952.0,148400259072.0,163065200640.0,150.5478973388672,150.5478973388672,200.4736328125,200.4736328125,116.85359191894533,116.85359191894533,55.39381790161133,55.39381790161133,193.3294982910156,193.25059509277344,377.2551574707031,377.06732177734375,-88.11640930175781,-88.06514739990234,130.07064819335938,129.98121643066406,130.07064819335938,129.98121643066406
57,57,57,0.1306049525737762,0.1306049525737762,4626,4626,316102109,316102109,2537980166144.0,2537980166144.0,3.203686337391624e+18,3.202341909548761e+18,70.03739166259766,70.03739166259766,98.44407653808594,98.44407653808594,122.77926635742188,122.77926635742188,-107950481408.0,-194205794304.0,-4680209924096.0,-4173895041024.0,1244341469184.0,874946101248.0,213.9600372314453,213.9600372314453,70.02043914794922,70.02043914794922,98.42717742919922,98.42717742919922,122.76248168945312,122.76248168945312,-1085.873779296875,-1085.626953125,-721.1729736328125,-721.00732421875,807.6795043945312,807.4840698242188,240.1643524169922,240.18588256835935,240.1643524169922,240.18588256835935
58,58,58,0.1295436769723892,0.1295436769723892,2213,2213,921732332,921732332,1214126751744.0,1214126751744.0,3.295645572928635e+17,3.2939227756468634e+17,227.4097137451172,227.4097137451172,3.800338745117188,3.800338745117188,63.16090393066406,63.16090393066406,580363616256.0,434554011648.0,1121301037056.0,1073692213248.0,905397600256.0,1035711414272.0,163.58309936523438,163.58309936523438,227.4371795654297,227.4371795654297,3.780358076095581,3.780358076095581,63.18564987182617,63.18564987182617,345.8211975097656,345.78436279296875,-575.4188232421875,-575.2251586914062,171.3162841796875,171.266357421875,144.72378540039062,144.70262145996094,144.72378540039062,144.70262145996094
59,59,59,0.1292493492364883,0.1292493492364883,1355,1355,1010264388,1010264388,743398899712.0,743398899712.0,2.443999943778632e+17,2.4420278665950003e+17,231.70477294921875,231.70477294921875,114.019287109375,114.019287109375,81.93177795410156,81.93177795410156,-51050078208.0,-63135309824.0,673365819392.0,639468306432.0,-125083107328.0,-206227390464.0,162.4089813232422,162.4089813232422,231.71815490722656,231.71815490722656,113.99462890625,113.99462890625,81.94013977050781,81.94013977050781,-691.6702270507812,-691.3649291992188,-326.65283203125,-326.61053466796875,-16.274831771850586,-16.28174591064453,155.07614135742188,154.9891815185547,155.07614135742188,154.9891815185547
60,60,60,0.1284902244806289,0.1284902244806289,1709,1709,648129627,648129627,937615228928.0,937615228928.0,1.4384578195724698e+17,1.4369882535624704e+17,143.39686584472656,143.39686584472656,24.637943267822266,24.637943267822266,24.607696533203125,24.607696533203125,358694191104.0,356739907584.0,557861502976.0,495604400128.0,153764003840.0,92341411840.0,161.07582092285156,161.07582092285156,143.4095458984375,143.4095458984375,24.66636085510254,24.66636085510254,24.57831573486328,24.57831573486328,-482.5975341796875,-482.3494873046875,-76.86551666259766,-76.84344482421875,111.15345764160156,111.12541198730467,136.2222442626953,136.14332580566406,136.2222442626953,136.14332580566406
61,61,61,0.128187283873558,0.128187283873558,1113,1113,243621074,243621074,610629451776.0,610629451776.0,2.3234503479027302e+17,2.3223412155482112e+17,61.02326965332031,61.02326965332031,70.15872955322266,70.15872955322266,53.63018798828125,53.63018798828125,405706145792.0,431408414720.0,-2076739502080.0,-2050897870848.0,148716306432.0,418175549440.0,123.60015106201172,123.60015106201172,61.08057022094727,61.08057022094727,70.17491149902344,70.17491149902344,53.62306594848633,53.62306594848633,175.4407501220703,175.3718719482422,-826.96240234375,-826.7853393554688,-37.09311294555664,-37.07781219482422,122.44664764404295,122.38510131835938,122.44664764404295,122.38510131835938
62,62,62,0.128022089600563,0.128022089600563,1814,1814,145672933,145672933,995221831680.0,995221831680.0,7.22812845246382e+16,7.225643384386355e+16,38.13641357421875,38.13641357421875,236.6819610595703,236.6819610595703,181.4411773681641,181.4411773681641,237442924544.0,193282965504.0,309912109056.0,326913720320.0,-100201209856.0,-120782446592.0,163.89549255371094,163.89549255371094,38.12153244018555,38.12153244018555,236.66775512695312,236.66775512695312,181.4585723876953,181.4585723876953,255.168212890625,255.09860229492188,-75.61222839355469,-75.5771713256836,-93.42440032958984,-93.3968276977539,147.98703002929688,147.98255920410156,147.98703002929688,147.98255920410156
63,63,63,0.1256449371576309,0.1256449371576309,1312,1312,955801526,955801526,719807643648.0,719807643648.0,5.311261784932352e+16,5.30700117737472e+16,226.47608947753903,226.47608947753903,139.6236114501953,139.6236114501953,236.07839965820312,236.07839965820312,-231811563520.0,-209173544960.0,129051598848.0,99818086400.0,310787670016.0,346410352640.0,140.67042541503906,140.67042541503906,226.45440673828125,226.45440673828125,139.63583374023438,139.63583374023438,236.1002960205078,236.1002960205078,-46.59653472900391,-46.56831359863281,265.7154846191406,265.5833740234375,-173.56532287597656,-173.52691650390625,122.02950286865234,121.9854736328125,122.02950286865234,121.9854736328125
64,64,64,0.1247643232345581,0.1247643232345581,5265,5265,1038303822,1038303822,2888557133824.0,2888557133824.0,4.552290125417021e+17,4.550366667263181e+17,248.36553955078125,248.36553955078125,48.368408203125,48.368408203125,142.12644958496094,142.12644958496094,-3897236652032.0,-3569195679744.0,-976225435648.0,-1575792279552.0,4498136236032.0,4183299457024.0,205.66064453125,205.66064453125,248.27476501464844,248.27476501464844,48.3431396484375,48.3431396484375,142.07598876953125,142.07598876953125,-74.38663482666016,-74.3607406616211,-234.7629547119141,-234.7186737060547,-390.0143432617188,-389.9205932617188,184.7850341796875,184.75308227539065,184.7850341796875,184.75308227539065
65,65,65,0.1245330646634101,0.1245330646634101,1075,1075,168283924,168283924,589781401600.0,589781401600.0,1.1307235846127616e+17,1.1303565367076454e+17,31.412036895751957,31.412036895751957,120.25167846679688,120.25167846679688,190.09417724609372,190.09417724609372,1312653312000.0,1522268504064.0,-724268875776.0,-735346294784.0,-775256539136.0,-764441722880.0,116.51667022705078,116.51667022705078,31.40813636779785,31.40813636779785,120.2170181274414,120.2170181274414,190.15911865234372,190.15911865234372,-124.79972076416016,-124.78568267822266,-379.9974060058594,-379.90234375,-404.88958740234375,-404.8377075195313,140.86593627929688,140.85797119140625,140.86593627929688,140.85797119140625
